YEAR,MO,DY,T2M,PS,WS10M,WD10M
2012,2,24,4.69,87.52,2.95,151.31
2012,2,25,4.84,87.5,3.52,279.81
2012,2,26,4.59,87.37,4.98,319.19
2012,2,27,6.81,87.3,1.84,100.12
2012,2,28,7.65,87.1,2.53,105.5
2012,2,29,7.45,87.24,2.49,199.0
2012,3,1,8.78,87.35,2.31,190.0
2012,3,2,7.44,87.61,3.47,209.06
2012,3,3,6.78,87.85,2.98,132.06
2012,3,4,6.67,87.8,3.32,174.94
2012,3,5,7.52,87.58,4.43,311.94
2012,3,6,6.35,87.33,5.11,328.19
2012,3,7,4.51,87.27,5.09,137.25
2012,3,8,3.8,87.39,6.61,178.12
2012,3,9,3.5,87.4,7.3,24.75
2012,3,10,2.73,87.62,6.3,25.94
2012,3,11,4.41,87.42,2.8,48.94
2012,3,12,5.98,87.44,2.88,73.06
2012,3,13,8.01,87.55,3.83,205.0
2012,3,14,10.27,87.62,3.62,235.0
2012,3,15,10.93,87.71,4.77,223.19
2012,3,16,10.95,87.75,5.64,215.31
2012,3,17,11.21,87.75,4.62,213.44
2012,3,18,11.92,87.62,4.04,233.56
2012,3,19,11.72,87.44,3.16,168.62
2012,3,20,12.09,87.15,4.52,198.25
2012,3,21,10.04,87.08,4.37,198.12
2012,3,22,11.47,87.21,2.28,216.56
2012,3,23,13.16,87.26,5.45,190.94
2012,3,24,12.04,87.18,5.38,218.38
2012,3,25,11.14,87.19,4.33,199.25
2012,3,26,10.65,87.15,2.88,243.62
2012,3,27,14.47,87.1,2.56,177.81
2012,3,28,14.42,87.01,5.39,209.81
2012,3,29,11.73,86.88,4.48,187.94
2012,3,30,12.91,86.71,3.39,125.0
2012,3,31,12.82,86.29,3.81,197.88
2012,4,1,11.44,86.14,5.38,105.19
2012,4,2,8.94,86.16,4.88,165.44
2012,4,3,7.21,86.13,4.08,69.88
2012,4,4,7.67,86.18,4.08,284.12
2012,4,5,6.66,86.28,2.66,79.38
2012,4,6,6.83,86.49,3.98,243.44
2012,4,7,9.17,86.71,3.48,164.12
2012,4,8,13.23,86.87,3.33,186.44
2012,4,9,15.77,86.88,5.56,218.94
2012,4,10,15.33,86.62,5.82,287.56
2012,4,11,13.28,86.57,4.31,279.62
2012,4,12,7.66,85.97,5.64,296.69
2012,4,13,6.46,86.47,10.68,311.88
2012,4,14,8.82,86.74,7.95,306.44
2012,4,15,6.26,86.4,9.75,315.38
2012,4,16,3.98,86.68,8.62,338.44
2012,4,17,5.87,87.11,6.38,333.56
2012,4,18,10.63,86.81,5.2,291.38
2012,4,19,10.0,86.51,5.73,321.94
2012,4,20,11.19,86.79,4.32,264.75
2012,4,21,14.83,86.85,3.76,156.19
2012,4,22,13.04,86.92,5.09,170.81
2012,4,23,11.57,86.97,5.76,345.81
2012,4,24,13.92,86.87,3.44,283.5
2012,4,25,15.78,86.71,3.52,201.69
2012,4,26,17.65,86.56,6.34,164.19
2012,4,27,17.19,86.4,5.15,183.44
2012,4,28,13.8,86.51,8.5,243.94
2012,4,29,11.72,86.66,5.48,196.25
2012,4,30,9.23,86.81,5.84,299.0
2012,5,1,12.11,86.72,4.85,135.25
2012,5,2,14.11,86.62,3.95,167.62
2012,5,3,13.35,86.73,6.0,83.5
2012,5,4,14.82,86.74,3.23,114.88
2012,5,5,16.1,86.65,5.13,149.88
2012,5,6,13.4,86.93,5.8,235.62
2012,5,7,14.63,87.26,3.73,109.38
2012,5,8,19.26,87.26,3.27,232.88
2012,5,9,20.19,87.29,2.12,127.75
2012,5,10,21.48,87.45,2.57,95.56
2012,5,11,21.28,87.62,2.38,120.62
2012,5,12,21.04,87.65,3.71,59.19
2012,5,13,20.98,87.42,2.59,71.88
2012,5,14,22.25,87.2,2.94,191.56
2012,5,15,21.88,87.26,3.65,77.62
2012,5,16,23.78,87.35,3.61,186.06
2012,5,17,24.66,87.13,4.76,189.06
2012,5,18,23.54,86.78,3.66,271.75
2012,5,19,19.07,86.68,6.38,185.06
2012,5,20,12.48,86.73,9.11,332.56
2012,5,21,10.98,87.2,7.23,296.75
2012,5,22,14.4,87.41,3.64,172.75
2012,5,23,19.22,87.35,3.11,204.69
2012,5,24,21.22,87.24,2.9,174.69
2012,5,25,23.16,86.95,3.4,161.31
2012,5,26,22.35,86.99,3.3,123.31
2012,5,27,23.01,87.01,2.76,193.56
2012,5,28,23.05,86.91,5.82,195.19
2012,5,29,22.97,86.95,2.8,169.56
2012,5,30,25.21,87.02,3.5,147.69
2012,5,31,23.67,87.04,7.34,137.19
2012,6,1,24.23,86.92,5.72,134.31
2012,6,2,24.23,86.99,4.83,101.31
2012,6,3,23.83,87.12,2.66,71.0
2012,6,4,23.26,87.23,3.84,143.0
2012,6,5,24.93,87.22,2.88,223.0
2012,6,6,25.89,87.07,3.62,142.31
2012,6,7,25.94,86.71,4.64,216.0
2012,6,8,22.58,86.95,4.64,167.12
2012,6,9,20.84,87.29,5.4,130.38
2012,6,10,21.89,87.3,4.51,160.0
2012,6,11,23.9,87.09,4.73,331.62
2012,6,12,23.4,86.87,3.52,159.69
2012,6,13,25.18,86.72,5.61,143.25
2012,6,14,22.87,86.9,4.23,169.88
2012,6,15,24.13,87.17,5.26,158.56
2012,6,16,24.23,87.29,4.2,120.81
2012,6,17,26.16,87.22,4.62,162.94
2012,6,18,26.87,87.07,8.51,122.62
2012,6,19,27.45,86.98,7.99,204.94
2012,6,20,26.78,87.1,4.17,251.19
2012,6,21,25.9,87.21,4.33,93.62
2012,6,22,27.2,87.35,4.54,138.19
2012,6,23,29.27,87.6,4.41,186.69
2012,6,24,29.08,87.66,3.32,169.44
2012,6,25,30.15,87.51,3.17,191.12
2012,6,26,29.15,87.56,3.29,77.06
2012,6,27,28.37,87.46,2.41,136.75
2012,6,28,27.54,87.22,3.15,63.75
2012,6,29,28.66,87.18,5.45,206.56
2012,6,30,27.88,87.21,4.57,200.5
2012,7,1,24.76,87.13,4.89,89.44
2012,7,2,27.2,87.14,6.25,158.94
2012,7,3,28.51,87.27,3.07,207.19
2012,7,4,29.6,87.08,2.99,248.81
2012,7,5,30.25,86.94,5.53,228.12
2012,7,6,29.46,87.03,4.81,172.38
2012,7,7,29.8,87.08,5.66,217.38
2012,7,8,28.21,87.17,4.7,283.69
2012,7,9,29.28,87.21,4.49,219.56
2012,7,10,30.01,87.24,5.02,208.75
2012,7,11,29.76,87.36,4.54,140.69
2012,7,12,30.48,87.49,3.0,151.12
2012,7,13,31.55,87.44,4.36,166.25
2012,7,14,30.63,87.28,4.48,235.0
2012,7,15,29.99,87.34,3.27,216.88
2012,7,16,29.39,87.58,4.83,35.0
2012,7,17,30.44,87.65,3.8,145.5
2012,7,18,28.18,87.48,3.38,90.56
2012,7,19,28.39,87.12,3.68,175.25
2012,7,20,29.01,87.19,4.92,264.0
2012,7,21,27.86,87.42,3.91,175.56
2012,7,22,26.29,87.43,5.27,266.44
2012,7,23,24.84,87.09,3.83,124.12
2012,7,24,26.51,86.87,5.73,118.38
2012,7,25,27.94,86.83,9.06,170.75
2012,7,26,28.03,86.99,7.68,185.44
2012,7,27,27.48,86.99,5.6,240.81
2012,7,28,26.84,86.97,5.73,180.56
2012,7,29,28.37,87.22,5.12,163.56
2012,7,30,30.89,87.5,4.55,180.0
2012,7,31,31.12,87.55,3.57,231.81
2012,8,1,30.26,87.44,2.45,206.31
2012,8,2,30.4,87.48,4.54,194.62
2012,8,3,29.91,87.51,3.98,236.0
2012,8,4,30.38,87.24,2.88,253.19
2012,8,5,29.19,86.97,4.47,258.5
2012,8,6,26.86,87.1,3.7,219.38
2012,8,7,29.61,87.28,4.66,160.81
2012,8,8,29.12,87.54,4.91,148.75
2012,8,9,28.89,87.72,5.06,139.88
2012,8,10,29.86,87.79,2.53,94.0
2012,8,11,29.83,87.6,3.41,45.81
2012,8,12,28.12,87.43,5.08,220.75
2012,8,13,28.61,87.24,4.63,173.25
2012,8,14,29.13,87.12,4.87,171.0
2012,8,15,29.38,87.24,5.15,221.19
2012,8,16,29.22,87.41,6.05,168.62
2012,8,17,28.98,87.38,5.23,185.56
2012,8,18,29.06,87.35,3.03,125.69
2012,8,19,28.83,87.47,4.56,173.19
2012,8,20,28.54,87.64,3.98,106.69
2012,8,21,28.26,87.55,5.34,24.88
2012,8,22,27.53,87.34,3.59,32.44
2012,8,23,26.76,87.2,2.77,198.12
2012,8,24,25.58,87.2,3.87,198.38
2012,8,25,26.82,87.35,3.77,318.88
2012,8,26,26.44,87.48,4.04,235.0
2012,8,27,28.07,87.44,2.63,155.5
2012,8,28,27.3,87.48,2.73,188.06
2012,8,29,27.51,87.52,3.35,194.88
2012,8,30,26.27,87.46,3.23,264.69
2012,8,31,24.65,87.33,4.62,53.38
2012,9,1,23.86,87.19,4.96,141.69
2012,9,2,23.05,87.13,4.69,133.12
2012,9,3,22.69,87.05,3.37,166.62
2012,9,4,22.82,86.98,3.98,161.0
2012,9,5,23.62,87.04,5.77,163.31
2012,9,6,23.51,87.24,6.27,172.5
2012,9,7,23.47,87.54,5.69,199.5
2012,9,8,22.83,87.46,2.66,230.44
2012,9,9,22.99,87.27,3.71,140.0
2012,9,10,22.71,87.16,4.46,236.5
2012,9,11,23.15,87.2,4.3,211.62
2012,9,12,24.45,87.26,2.57,172.25
2012,9,13,22.12,87.14,5.34,205.31
2012,9,14,20.68,87.03,3.86,122.31
2012,9,15,21.03,87.12,3.23,130.0
2012,9,16,23.72,87.16,3.38,177.94
2012,9,17,24.87,87.24,2.03,154.12
2012,9,18,25.18,87.17,4.48,199.5
2012,9,19,24.07,87.07,3.99,194.25
2012,9,20,23.78,87.11,5.9,135.25
2012,9,21,24.84,87.18,4.59,181.62
2012,9,22,24.9,87.23,4.62,207.75
2012,9,23,25.24,87.37,4.91,215.38
2012,9,24,21.3,87.36,5.69,198.94
2012,9,25,18.86,86.93,3.79,248.19
2012,9,26,20.34,86.68,3.59,151.0
2012,9,27,19.81,86.57,3.18,137.38
2012,9,28,17.19,86.67,7.11,229.12
2012,9,29,14.48,87.03,3.17,212.56
2012,9,30,16.34,87.24,2.8,272.62
2012,10,1,18.6,87.39,1.26,173.94
2012,10,2,20.26,87.51,1.57,200.31
2012,10,3,19.87,87.42,3.41,179.19
2012,10,4,21.46,87.29,6.62,192.94
2012,10,5,19.97,87.41,5.35,234.88
2012,10,6,18.49,87.57,2.59,200.38
2012,10,7,21.21,87.62,1.49,197.56
2012,10,8,21.64,87.61,2.41,167.38
2012,10,9,21.69,87.44,3.92,246.62
2012,10,10,20.88,87.25,4.06,284.06
2012,10,11,19.79,87.17,3.67,220.88
2012,10,12,18.45,87.07,3.7,118.31
2012,10,13,14.75,87.01,4.07,103.81
2012,10,14,15.77,86.72,3.35,199.81
2012,10,15,13.98,86.73,5.92,292.62
2012,10,16,15.05,87.04,4.53,163.75
2012,10,17,18.37,87.03,7.32,190.5
2012,10,18,17.3,86.63,10.39,178.81
2012,10,19,15.24,86.42,9.62,172.0
2012,10,20,11.34,86.52,4.06,263.56
2012,10,21,10.33,87.04,2.87,264.56
2012,10,22,13.95,87.26,1.79,216.88
2012,10,23,15.47,87.29,2.41,246.31
2012,10,24,17.68,87.09,4.24,227.19
2012,10,25,17.18,86.67,5.94,217.25
2012,10,26,15.12,86.39,3.85,309.31
2012,10,27,13.14,86.39,4.78,317.31
2012,10,28,11.22,86.78,5.08,281.12
2012,10,29,10.55,86.8,5.54,176.38
2012,10,30,13.92,86.1,6.54,219.19
2012,10,31,14.73,85.92,6.93,261.12
2012,11,1,14.99,86.57,5.2,285.12
2012,11,2,15.51,87.17,2.93,280.88
2012,11,3,17.65,87.28,4.11,230.81
2012,11,4,17.55,87.3,4.76,238.0
2012,11,5,17.55,87.19,3.4,229.06
2012,11,6,17.14,87.18,4.52,217.0
2012,11,7,16.75,87.35,4.98,179.06
2012,11,8,16.58,87.27,7.21,161.62
2012,11,9,15.7,86.9,9.97,166.5
2012,11,10,9.0,86.69,4.59,287.88
2012,11,11,6.98,86.34,6.73,294.38
2012,11,12,3.11,86.24,7.67,304.62
2012,11,13,7.09,86.52,11.81,332.38
2012,11,14,9.49,86.78,2.87,265.38
2012,11,15,8.96,86.94,4.17,217.62
2012,11,16,9.94,86.95,5.04,219.62
2012,11,17,9.58,86.52,7.6,201.69
2012,11,18,8.36,86.29,4.54,284.44
2012,11,19,8.4,86.93,4.82,259.88
2012,11,20,8.69,87.16,4.08,192.94
2012,11,21,9.25,87.16,3.3,224.0
2012,11,22,10.44,87.24,3.39,246.69
2012,11,23,9.98,87.31,1.36,177.94
2012,11,24,9.18,87.3,2.07,158.25
2012,11,25,7.97,87.21,3.31,188.38
2012,11,26,8.01,86.89,6.09,200.25
2012,11,27,4.9,86.39,5.51,279.81
2012,11,28,2.76,86.35,6.3,309.56
2012,11,29,1.95,86.47,6.67,315.94
2012,11,30,2.06,86.07,5.59,269.25
2012,12,1,2.2,85.96,4.58,291.62
2012,12,2,2.18,87.1,3.96,85.12
2012,12,3,2.1,87.73,2.94,26.88
2012,12,4,1.84,87.66,5.34,304.81
2012,12,5,4.5,87.37,5.67,328.25
2012,12,6,6.56,87.29,2.95,270.44
2012,12,7,5.88,87.17,2.59,292.0
2012,12,8,6.69,87.23,4.8,330.31
2012,12,9,7.46,87.42,1.91,169.88
2012,12,10,6.62,87.27,4.72,255.06
2012,12,11,6.58,87.02,2.36,249.75
2012,12,12,6.01,86.77,4.67,206.0
2012,12,13,4.78,86.8,3.24,187.5
2012,12,14,5.42,87.22,2.73,282.75
2012,12,15,7.14,87.64,2.89,314.56
2012,12,16,7.03,87.82,3.12,137.06
2012,12,17,7.48,87.7,2.8,237.56
2012,12,18,8.0,87.53,2.16,202.94
2012,12,19,10.05,87.5,1.74,250.56
2012,12,20,8.89,87.54,2.5,326.25
2012,12,21,6.95,87.64,3.98,335.94
2012,12,22,9.25,87.74,2.74,165.31
2012,12,23,9.62,87.77,4.42,213.56
2012,12,24,8.76,87.45,5.22,211.38
2012,12,25,7.69,87.15,5.34,250.38
2012,12,26,4.37,87.54,4.55,264.06
2012,12,27,3.34,87.92,4.11,38.44
2012,12,28,3.69,88.07,2.48,65.06
2012,12,29,4.21,87.88,3.16,300.56
2012,12,30,4.2,87.88,5.24,188.94
2012,12,31,4.79,87.54,1.82,178.06
2013,1,1,3.17,87.2,3.39,318.44
2013,1,2,4.26,87.27,4.89,275.12
2013,1,3,1.68,87.76,5.88,26.5
2013,1,4,2.44,88.31,3.65,62.56
2013,1,5,3.2,88.2,2.86,124.88
2013,1,6,4.03,87.95,2.51,120.06
2013,1,7,5.31,87.77,2.15,33.94
2013,1,8,5.95,87.83,2.3,66.62
2013,1,9,6.82,87.77,2.65,249.5
2013,1,10,6.27,87.61,1.53,184.62
2013,1,11,5.65,87.39,2.03,183.31
2013,1,12,4.87,87.36,2.3,315.38
2013,1,13,4.2,87.04,4.87,293.38
2013,1,14,1.18,87.05,7.96,330.94
2013,1,15,1.01,87.33,5.3,317.69
2013,1,16,2.23,87.29,5.09,311.06
2013,1,17,5.29,87.13,8.74,314.5
2013,1,18,7.95,86.98,5.2,296.69
2013,1,19,6.93,85.85,9.64,246.31
2013,1,20,4.14,86.12,11.31,313.62
2013,1,21,5.43,86.65,5.11,293.19
2013,1,22,4.45,86.9,4.05,319.69
2013,1,23,2.48,87.1,8.59,310.88
2013,1,24,3.68,87.14,7.27,298.94
2013,1,25,7.65,86.97,8.77,309.0
2013,1,26,8.61,87.19,9.49,324.81
2013,1,27,9.47,87.46,4.5,314.88
2013,1,28,6.09,87.81,5.86,279.25
2013,1,29,8.43,88.03,2.45,185.31
2013,1,30,9.55,88.18,3.1,195.62
2013,1,31,9.23,88.24,2.94,109.88
2013,2,1,9.56,87.8,2.7,242.62
2013,2,2,6.39,87.12,7.91,319.5
2013,2,3,1.92,87.24,8.04,210.38
2013,2,4,0.38,87.71,2.82,115.5
2013,2,5,4.3,87.58,4.4,273.81
2013,2,6,5.58,87.17,7.84,313.12
2013,2,7,2.51,87.17,7.77,262.5
2013,2,8,2.41,86.88,5.38,259.69
2013,2,9,0.11,87.08,6.08,272.38
2013,2,10,2.48,87.32,3.69,175.25
2013,2,11,3.99,86.82,8.13,286.56
2013,2,12,3.55,86.8,10.63,330.06
2013,2,13,3.62,87.21,5.13,279.62
2013,2,14,6.21,87.37,2.31,171.31
2013,2,15,7.73,87.22,3.86,257.0
2013,2,16,7.98,87.09,2.84,216.69
2013,2,17,9.26,86.93,3.43,279.88
2013,2,18,8.41,86.63,4.45,217.25
2013,2,19,9.27,86.17,4.5,216.5
2013,2,20,5.27,86.43,7.4,345.94
2013,2,21,5.83,86.91,4.7,317.81
2013,2,22,7.57,86.68,4.24,264.38
2013,2,23,5.72,86.41,9.39,304.06
2013,2,24,4.05,86.88,7.52,324.25
2013,2,25,3.01,86.87,5.38,266.62
2013,2,26,5.24,86.69,3.16,148.19
2013,2,27,6.04,86.27,6.89,170.06
2013,2,28,4.42,86.13,4.77,301.81
2013,3,1,2.44,86.57,5.84,261.38
2013,3,2,5.06,86.65,4.3,155.81
2013,3,3,9.12,86.45,5.68,176.25
2013,3,4,11.19,85.64,12.67,184.25
2013,3,5,8.71,85.48,8.3,223.69
2013,3,6,9.79,86.2,6.32,266.81
2013,3,7,12.39,86.77,4.6,254.06
2013,3,8,12.55,86.8,3.46,261.0
2013,3,9,12.05,86.66,3.75,188.56
2013,3,10,9.07,86.64,4.98,335.38
2013,3,11,7.02,86.77,5.6,323.25
2013,3,12,9.26,86.43,5.11,250.5
2013,3,13,8.16,86.16,7.88,303.31
2013,3,14,3.08,86.67,7.0,273.25
2013,3,15,7.92,86.9,4.77,194.0
2013,3,16,10.23,86.91,7.64,211.94
2013,3,17,12.92,86.31,8.31,216.44
2013,3,18,12.06,86.33,4.31,273.31
2013,3,19,13.58,86.1,5.23,251.88
2013,3,20,8.94,86.7,6.98,296.19
2013,3,21,10.07,87.09,5.92,172.12
2013,3,22,12.55,86.59,6.91,200.75
2013,3,23,8.9,85.88,3.97,252.81
2013,3,24,6.3,86.38,6.98,318.06
2013,3,25,9.69,86.87,4.93,297.56
2013,3,26,12.17,86.61,3.59,267.38
2013,3,27,11.08,86.3,2.93,171.44
2013,3,28,10.68,86.62,7.09,224.44
2013,3,29,11.63,87.21,5.86,328.81
2013,3,30,13.62,87.12,6.59,303.0
2013,3,31,15.67,86.72,4.54,294.19
2013,4,1,12.01,86.42,5.71,319.19
2013,4,2,9.94,86.71,5.16,281.12
2013,4,3,13.22,86.1,8.87,227.12
2013,4,4,9.07,85.95,4.31,203.94
2013,4,5,7.78,86.17,5.84,201.25
2013,4,6,5.83,86.91,8.88,327.19
2013,4,7,8.98,86.99,4.77,199.12
2013,4,8,12.37,86.84,6.2,232.5
2013,4,9,13.99,86.97,3.58,240.62
2013,4,10,13.01,87.3,3.41,156.19
2013,4,11,17.1,87.16,3.48,213.81
2013,4,12,17.93,87.03,2.91,136.25
2013,4,13,18.66,87.07,2.45,143.12
2013,4,14,18.34,87.22,4.34,80.94
2013,4,15,17.68,87.35,4.55,43.75
2013,4,16,17.33,87.37,4.08,57.19
2013,4,17,18.42,87.4,3.3,159.88
2013,4,18,18.56,87.28,2.9,131.12
2013,4,19,18.49,87.18,3.12,189.19
2013,4,20,18.09,87.11,4.05,201.69
2013,4,21,15.54,86.96,5.06,282.38
2013,4,22,11.27,86.69,3.81,103.19
2013,4,23,10.99,86.66,6.23,38.81
2013,4,24,8.28,86.75,6.23,61.56
2013,4,25,10.25,86.67,5.78,259.38
2013,4,26,12.68,86.76,3.76,250.75
2013,4,27,15.21,86.36,4.37,207.81
2013,4,28,11.46,85.86,6.16,177.69
2013,4,29,6.78,86.16,5.61,266.5
2013,4,30,11.02,86.36,3.64,185.88
2013,5,1,13.67,86.46,4.38,169.31
2013,5,2,13.77,86.53,5.62,44.44
2013,5,3,13.04,86.63,7.16,26.0
2013,5,4,12.25,86.97,5.43,53.81
2013,5,5,13.71,87.26,2.93,204.56
2013,5,6,17.37,87.43,2.99,253.44
2013,5,7,20.37,87.48,3.95,189.5
2013,5,8,22.44,87.34,3.53,210.31
2013,5,9,23.17,87.31,2.84,149.81
2013,5,10,22.5,87.21,3.52,109.88
2013,5,11,21.3,87.16,4.27,93.5
2013,5,12,21.04,87.22,3.46,175.5
2013,5,13,21.9,87.13,4.45,163.12
2013,5,14,21.38,86.52,5.72,193.81
2013,5,15,14.02,85.93,7.84,283.69
2013,5,16,11.14,86.07,5.24,295.38
2013,5,17,13.1,86.2,4.45,266.06
2013,5,18,11.56,86.71,6.8,276.94
2013,5,19,12.91,87.05,4.36,153.38
2013,5,20,13.92,86.65,4.77,164.75
2013,5,21,9.04,86.62,9.28,262.81
2013,5,22,11.44,87.04,4.12,192.0
2013,5,23,14.94,87.09,3.19,161.69
2013,5,24,17.88,87.01,5.01,169.56
2013,5,25,17.82,87.0,4.89,100.69
2013,5,26,19.18,86.76,4.46,160.5
2013,5,27,15.22,86.54,6.98,248.81
2013,5,28,14.84,86.65,5.41,212.38
2013,5,29,14.77,86.95,6.2,265.44
2013,5,30,15.58,86.94,5.08,248.94
2013,5,31,14.74,86.92,6.37,132.44
2013,6,1,15.75,87.13,3.61,123.38
2013,6,2,19.72,87.11,4.93,213.75
2013,6,3,22.24,87.01,4.57,220.75
2013,6,4,22.07,86.75,5.24,200.81
2013,6,5,18.23,86.68,6.76,306.31
2013,6,6,18.19,87.0,5.2,195.81
2013,6,7,20.68,86.96,5.34,178.44
2013,6,8,16.73,87.01,5.94,116.31
2013,6,9,16.27,86.99,5.7,149.69
2013,6,10,18.61,87.19,4.33,112.94
2013,6,11,22.57,87.33,3.23,135.94
2013,6,12,23.8,87.28,4.34,100.19
2013,6,13,24.7,87.2,4.05,89.19
2013,6,14,25.8,87.16,4.59,98.38
2013,6,15,26.1,87.21,5.44,125.81
2013,6,16,26.62,87.1,6.32,142.25
2013,6,17,26.87,86.74,4.7,215.56
2013,6,18,18.54,86.81,6.95,278.69
2013,6,19,18.07,86.95,5.81,86.31
2013,6,20,20.92,87.01,4.52,87.25
2013,6,21,22.48,87.04,5.45,126.19
2013,6,22,21.06,87.21,6.86,25.19
2013,6,23,20.98,87.25,5.5,46.75
2013,6,24,24.29,87.22,4.27,58.81
2013,6,25,26.27,87.27,4.14,234.69
2013,6,26,24.83,87.31,3.66,145.12
2013,6,27,26.46,87.22,4.02,171.12
2013,6,28,24.68,87.21,4.68,123.88
2013,6,29,24.7,87.4,3.51,153.31
2013,6,30,24.55,87.34,6.3,218.31
2013,7,1,25.13,87.15,5.05,227.25
2013,7,2,25.08,87.1,4.52,176.12
2013,7,3,23.89,87.17,4.8,107.88
2013,7,4,25.03,87.22,4.33,54.38
2013,7,5,26.31,87.32,4.53,61.19
2013,7,6,26.74,87.36,3.07,141.44
2013,7,7,27.67,87.32,4.09,182.19
2013,7,8,27.58,87.3,4.1,212.19
2013,7,9,26.42,87.31,5.02,222.81
2013,7,10,26.48,87.12,2.58,60.19
2013,7,11,26.97,87.01,3.0,188.75
2013,7,12,27.16,87.18,5.18,185.81
2013,7,13,25.48,87.37,4.34,162.56
2013,7,14,26.65,87.33,3.86,190.25
2013,7,15,27.77,87.3,3.99,125.5
2013,7,16,28.12,87.35,3.57,225.5
2013,7,17,27.33,87.35,3.99,120.0
2013,7,18,26.17,87.24,4.41,90.44
2013,7,19,28.36,86.94,6.07,185.62
2013,7,20,26.9,86.88,4.59,253.38
2013,7,21,26.15,87.03,5.29,213.69
2013,7,22,27.27,87.1,4.51,120.56
2013,7,23,27.84,87.07,4.51,169.06
2013,7,24,28.23,87.27,2.3,116.19
2013,7,25,30.19,87.2,4.39,161.38
2013,7,26,29.44,87.05,4.54,222.81
2013,7,27,29.23,87.01,4.02,247.25
2013,7,28,28.26,87.27,4.89,160.56
2013,7,29,27.79,87.52,3.48,113.88
2013,7,30,30.19,87.56,3.43,183.38
2013,7,31,29.21,87.36,4.73,31.25
2013,8,1,28.19,87.21,4.28,53.56
2013,8,2,29.4,87.27,4.45,93.38
2013,8,3,28.77,87.37,3.53,79.19
2013,8,4,28.07,87.4,3.22,64.31
2013,8,5,28.44,87.32,3.35,200.31
2013,8,6,28.59,87.31,2.79,228.38
2013,8,7,28.29,87.13,4.45,240.06
2013,8,8,27.23,87.23,4.31,42.81
2013,8,9,26.27,87.45,4.43,72.12
2013,8,10,24.74,87.41,4.86,37.25
2013,8,11,25.98,87.29,3.37,51.75
2013,8,12,28.53,87.22,4.07,125.38
2013,8,13,28.23,87.24,4.12,176.38
2013,8,14,28.19,87.14,4.62,170.44
2013,8,15,26.83,87.13,3.6,123.88
2013,8,16,26.43,87.15,3.88,121.19
2013,8,17,25.59,87.08,4.3,62.62
2013,8,18,26.73,87.13,5.18,162.19
2013,8,19,27.26,87.36,5.34,260.94
2013,8,20,25.85,87.46,4.66,36.62
2013,8,21,25.62,87.37,4.79,38.19
2013,8,22,25.74,87.24,3.55,49.19
2013,8,23,24.09,87.2,3.23,141.31
2013,8,24,26.03,87.13,2.72,219.81
2013,8,25,26.7,86.92,5.48,183.25
2013,8,26,25.26,86.76,6.99,222.0
2013,8,27,24.78,86.79,5.13,212.38
2013,8,28,23.37,86.84,4.66,181.19
2013,8,29,23.0,86.92,4.34,165.0
2013,8,30,21.64,87.09,5.91,97.06
2013,8,31,19.62,87.27,6.57,29.38
2013,9,1,19.14,87.32,4.91,54.56
2013,9,2,20.43,87.37,4.03,56.5
2013,9,3,22.46,87.41,2.87,162.31
2013,9,4,24.37,87.22,5.57,219.62
2013,9,5,23.84,86.96,4.84,219.31
2013,9,6,24.03,86.93,5.42,138.62
2013,9,7,23.86,87.08,5.54,238.06
2013,9,8,20.98,87.45,3.3,213.69
2013,9,9,20.08,87.48,3.8,243.19
2013,9,10,20.27,87.32,3.73,108.44
2013,9,11,22.2,87.06,3.12,172.62
2013,9,12,21.69,87.14,3.58,146.75
2013,9,13,22.97,87.24,4.16,201.69
2013,9,14,20.08,87.45,5.45,264.62
2013,9,15,19.77,87.23,4.2,217.31
2013,9,16,20.4,87.04,4.64,235.25
2013,9,17,20.11,87.06,3.51,189.06
2013,9,18,19.51,87.0,3.75,251.75
2013,9,19,17.65,87.08,3.43,25.69
2013,9,20,19.3,87.22,2.36,71.94
2013,9,21,21.34,87.49,2.3,195.06
2013,9,22,21.81,87.57,3.17,206.38
2013,9,23,20.48,87.43,3.13,116.06
2013,9,24,17.91,87.25,4.39,218.0
2013,9,25,20.7,87.16,5.72,188.56
2013,9,26,21.34,87.2,8.53,186.19
2013,9,27,22.47,87.14,7.52,214.06
2013,9,28,21.65,87.04,5.23,271.5
2013,9,29,19.07,87.07,4.01,200.81
2013,9,30,19.35,87.09,3.12,244.38
2013,10,1,21.59,87.06,3.62,173.94
2013,10,2,23.19,86.91,6.38,187.19
2013,10,3,24.32,86.97,5.96,192.0
2013,10,4,24.26,87.25,5.22,192.94
2013,10,5,22.59,87.45,3.64,185.62
2013,10,6,20.55,87.33,3.3,96.94
2013,10,7,17.16,87.25,3.95,48.19
2013,10,8,20.48,87.19,3.78,140.88
2013,10,9,21.07,87.1,5.92,176.81
2013,10,10,21.54,86.94,7.33,191.44
2013,10,11,19.64,86.88,4.42,221.56
2013,10,12,18.15,87.22,3.23,26.38
2013,10,13,17.73,87.39,3.66,29.56
2013,10,14,18.94,87.39,2.45,60.12
2013,10,15,19.12,87.52,2.59,57.56
2013,10,16,20.67,87.54,2.62,131.69
2013,10,17,21.74,87.32,4.39,186.25
2013,10,18,20.58,87.16,3.85,241.0
2013,10,19,18.65,87.2,3.52,275.56
2013,10,20,18.8,87.3,2.37,131.94
2013,10,21,19.76,87.18,4.48,194.88
2013,10,22,19.69,87.16,3.24,246.75
